INFO  | 2023-03-10 12:24:57 | [main] context.ContextLoader (ContextLoader.java:271) - Root WebApplicationContext: initialization started
INFO  | 2023-03-10 12:25:07 | [main] hibernate.Version (Version.java:45) - HHH000412: Hibernate Core {5.2.14.Final}
INFO  | 2023-03-10 12:25:07 | [main] cfg.Environment (Environment.java:213) - HHH000206: hibernate.properties not found
INFO  | 2023-03-10 12:25:07 | [main] java.JavaReflectionManager (JavaReflectionManager.java:66) - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
INFO  | 2023-03-10 12:25:11 | [main] dialect.Dialect (Dialect.java:157) - HHH000400: Using dialect: org.hibernate.dialect.Oracle12cDialect
INFO  | 2023-03-10 12:25:12 | [main] internal.LobCreatorBuilderImpl (LobCreatorBuilderImpl.java:124) - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
INFO  | 2023-03-10 12:25:12 | [main] type.BasicTypeRegistry (BasicTypeRegistry.java:148) - HHH000270: Type registration [byte[]] overrides previous : org.hibernate.type.BinaryType@48158b86
INFO  | 2023-03-10 12:25:12 | [main] type.BasicTypeRegistry (BasicTypeRegistry.java:148) - HHH000270: Type registration [[B] overrides previous : org.hibernate.type.BinaryType@48158b86
INFO  | 2023-03-10 12:25:12 | [main] type.BasicTypeRegistry (BasicTypeRegistry.java:148) - HHH000270: Type registration [Byte[]] overrides previous : org.hibernate.type.WrapperBinaryType@6fffad6d
INFO  | 2023-03-10 12:25:12 | [main] type.BasicTypeRegistry (BasicTypeRegistry.java:148) - HHH000270: Type registration [[Ljava.lang.Byte;] overrides previous : org.hibernate.type.WrapperBinaryType@6fffad6d
INFO  | 2023-03-10 12:25:17 | [main] context.ContextLoader (ContextLoader.java:307) - Root WebApplicationContext initialized in 19101 ms
INFO  | 2023-03-10 12:25:18 | [main] servlet.FrameworkServlet (FrameworkServlet.java:525) - Initializing Servlet 'fc'
INFO  | 2023-03-10 12:25:19 | [main] servlet.FrameworkServlet (FrameworkServlet.java:547) - Completed initialization in 1458 ms
INFO  | 2023-03-10 12:27:36 | [http-nio-8080-exec-7] internal.QueryTranslatorFactoryInitiator (QueryTranslatorFactoryInitiator.java:47) - HHH000397: Using ASTQueryTranslatorFactory
